"Disorder id","Disorder name","Human gene symbol","Mouse model description","PhenoDigm % score","Matching human phenotypes","Matching mouse phenotypes"
"ORPHA:201","Cowden Syndrome","SDHB","Sdhb<tm1b(EUCOMM)Hmgu> het early",21.805,"HP:0000036,HP:0001251","MP:0002135,MP:0001402"
"ORPHA:2020","Congenital Fiber-Type Disproportion Myopathy","SELENON","Selenon<tm1a(KOMP)Wtsi> hom early",25.47,"HP:0002650,HP:0001374,HP:0006380,HP:0012785,HP:0003273,HP:0006466,HP:0001371,HP:0002987,HP:0002751,HP:0003307","MP:0004609"
"ORPHA:2020","Congenital Fiber-Type Disproportion Myopathy","MYL2","Myl2<tm1b(EUCOMM)Hmgu> het early",15.035,"HP:0006380,HP:0012785,HP:0006466,HP:0003273,HP:0001371,HP:0002987","MP:0010024"
"ORPHA:2020","Congenital Fiber-Type Disproportion Myopathy","HACD1","Hacd1<em1(IMPC)Mbp> het embryo",24.83,"HP:0001561","MP:0001785"
"ORPHA:2020","Congenital Fiber-Type Disproportion Myopathy","HACD1","Hacd1<em1(IMPC)Mbp> hom embryo",29.345,"HP:0001561,HP:0000218,HP:0000678","MP:0000111,MP:0001785"
"ORPHA:2021","Fibrochondrogenesis","COL11A1","Col11a1<em1(IMPC)Bay> hom embryo",38.67,"HP:0000160,HP:0000175","MP:0009908,MP:0000111"
"ORPHA:2036","Scalp-Ear-Nipple Syndrome","KCTD1","Kctd1<em1(IMPC)J> hom early",35.68,"HP:0000518,HP:0000822","MP:0012121,MP:0001304,MP:0005542,MP:0006203"
"ORPHA:2050","Cole-Carpenter Syndrome","P4HB","P4hb<tm1b(KOMP)Wtsi> hom embryo",31.855,"HP:0001511,HP:0004322","MP:0003984"
"ORPHA:2053","Freeman-Sheldon Syndrome","NALCN","Nalcn<em1(IMPC)Mbp> het embryo",33.815,"HP:0010489,HP:0100490,HP:0009465,HP:0001762","MP:0000564,MP:0000562"
"ORPHA:2053","Freeman-Sheldon Syndrome","NALCN","Nalcn<em1(IMPC)Mbp> hom embryo",33.815,"HP:0010489,HP:0100490,HP:0009465,HP:0001762","MP:0000564,MP:0000562"
"ORPHA:2059","Fryns Syndrome","PIGN","Pign<em1(IMPC)Mbp> het early",35.54,"HP:0000126,HP:0000028,HP:0000813,HP:0000076,HP:0000003,HP:0000047","MP:0002135,MP:0001146,MP:0002989,MP:0001148"
"ORPHA:2059","Fryns Syndrome","PIGN","Pign<em1(IMPC)Mbp> hom embryo",34.94,"HP:0001561,HP:0000568","MP:0001785,MP:0001293"
"ORPHA:2065","Galloway-Mowat Syndrome","LAGE3","Lage3<em1(IMPC)Tcp> hem early",18.285,"HP:0100490,HP:0001181","MP:0000157"
"ORPHA:2065","Galloway-Mowat Syndrome","WDR4","Wdr4<em1(IMPC)Ics> het early",21.895,"HP:0100490,HP:0001181","MP:0004357"
"ORPHA:206546","Symptomatic Form Of Muscular Dystrophy Of Duchenne And Becker In Female Carriers","DMD","Dmd<em1(IMPC)Hmgu> hem early",44.27,"HP:0002987,HP:0003236","MP:0010025,MP:0002941,MP:0005343"
"ORPHA:206546","Symptomatic Form Of Muscular Dystrophy Of Duchenne And Becker In Female Carriers","DMD","Dmd<em1(IMPC)Hmgu> hom early",46.37,"HP:0002987,HP:0003236","MP:0002968,MP:0002965,MP:0002941,MP:0005343,MP:0005568,MP:0010025"
"ORPHA:206599","Isolated Asymptomatic Elevation Of Creatine Phosphokinase","CAV3","Cav3<em1(IMPC)Kmpc> hom early",30.25,"HP:0008331,HP:0003236","MP:0000182"
"ORPHA:207","Crouzon Syndrome","ERF","Erf<tm1.1(KOMP)Mbp> het early",28.125,"HP:0000189,HP:0000327","MP:0002100"
"ORPHA:2072","Gaucher Disease-Ophthalmoplegia-Cardiovascular Calcification Syndrome","GBA1","Gba<em1(IMPC)H> het early",12.945,"HP:0002092,HP:0004406","MP:0010392"
"ORPHA:2073","Narcolepsy Type 1","HCRT","Hcrt<tm1.1(KOMP)Vlcg> hom early",31.92,"HP:0001279","MP:0005333,MP:0010506"
"ORPHA:2088","Fanconi-Bickel Syndrome","SLC2A2","Slc2a2<tm1b(KOMP)Wtsi> het early",42.675,"HP:0003162,HP:0040270,HP:0002148,HP:0003076,HP:0000819,HP:0011998,HP:0002155","MP:0006353,MP:0013279"
"ORPHA:2089","Glycogen Storage Disease Due To Hepatic Glycogen Synthase Deficiency","GYS2","Gys2<tm1a(KOMP)Wtsi> hom early",49.265,"HP:0003076,HP:0011998,HP:0001508,HP:0003077,HP:0012734","MP:0000194,MP:0003960,MP:0003442,MP:0005568,MP:0005633,MP:0003019,MP:0001262,MP:0005560"
"ORPHA:2098","Acromesomelic Dysplasia, Grebe Type","GDF5","Gdf5<em1(IMPC)H> hom early",43.435,"HP:0001387,HP:0005736,HP:0005048,HP:0009601,HP:0005914,HP:0001156,HP:0001831,HP:0001162,HP:0100387,HP:0003038,HP:0008368,HP:0001773,HP:0006487","MP:0000062,MP:0002110,MP:0000572,MP:0000556"
"ORPHA:2098","Acromesomelic Dysplasia, Grebe Type","BMPR1B","Bmpr1b<em1(IMPC)Mbp> hom early",26.395,"HP:0005048,HP:0009601,HP:0005914,HP:0001831,HP:0001162,HP:0100387,HP:0008368,HP:0001156","MP:0000572"
"ORPHA:209902","Hypercholesterolemia Due To Cholesterol 7Alpha-Hydroxylase Deficiency","CYP7A1","Cyp7a1<tm1b(EUCOMM)Wtsi> hom early",49.345,"HP:0002155,HP:0003141,HP:0003124","MP:0002968,MP:0005178,MP:0011896,MP:0005344,MP:0001556,MP:0005419,MP:0004151"
"ORPHA:209967","Episodic Ataxia Type 6","SLC1A3","Slc1a3<tm1.1(KOMP)Mbp> het early",27.18,"HP:0001251","MP:0002574"
"ORPHA:209981","Irida Syndrome","TMPRSS6","Tmprss6<tm1b(EUCOMM)Wtsi> hom early",28.345,"HP:0011967","MP:0000194"
"ORPHA:210110","Intermediate Osteopetrosis","PLEKHM1","Plekhm1<tm1b(EUCOMM)Hmgu> hom early",65.385,"HP:0005789,HP:0005746,HP:0004348,HP:0004618,HP:0007958,HP:0004975,HP:0001293,HP:0002757,HP:0005652,HP:0002901,HP:0003418,HP:0002659,HP:0002754","MP:0000137,MP:0010123,MP:0002764,MP:0008259,MP:0002941,MP:0005343,MP:0000062"
"ORPHA:2114","Hip Dysplasia, Beukes Type","UFSP2","Ufsp2<em1(IMPC)Mbp> het embryo",35.57,"HP:0001385,HP:0006429,HP:0010574,HP:0005930,HP:0009107,HP:0002812","MP:0000564,MP:0000562"
"ORPHA:2117","Hartsfield Syndrome","FGFR1","Fgfr1<tm1.1(KOMP)Vlcg> hom embryo",36.975,"HP:0002084,HP:0001511","MP:0001697,MP:0003984"
"ORPHA:2126","Solitary Fibrous Tumor","NAB2","Nab2<tm1b(EUCOMM)Hmgu> hom early",28.215,"HP:0002585,HP:0030795,HP:0002896,HP:0004912","MP:0005179,MP:0000186,MP:0000598"
"ORPHA:2131","Alternating Hemiplegia Of Childhood","SLC1A3","Slc1a3<tm1.1(KOMP)Mbp> het early",25.73,"HP:0001251,HP:0002015,HP:0200136,HP:0001266,HP:0100710","MP:0002574"
"ORPHA:2131","Alternating Hemiplegia Of Childhood","ATP1A3","Atp1a3<tm1b(EUCOMM)Hmgu> het early",37.01,"HP:0000712,HP:0001251,HP:0002344,HP:0002015,HP:0200136,HP:0000718,HP:0001266,HP:0100710","MP:0001392,MP:0001415,MP:0001399,MP:0001364"
"ORPHA:2131","Alternating Hemiplegia Of Childhood","CACNA1A","Cacna1a<em1(IMPC)H> het early",32.2,"HP:0000712,HP:0000718","MP:0020421"
"ORPHA:2136","Hennekam Syndrome","CCBE1","Ccbe1<em1(IMPC)Mbp> het early",12.94,"HP:0001744","MP:0000601,MP:0000598"
"ORPHA:2136","Hennekam Syndrome","CCBE1","Ccbe1<em1(IMPC)Mbp> hom embryo",35.32,"HP:0001789,HP:0001744,HP:0001698,HP:0001004,HP:0010310,HP:0001541","MP:0000603,MP:0001785"
"ORPHA:215","Congenital Stationary Night Blindness","GRM6","Grm6<tm1b(EUCOMM)Wtsi> hom early",26.315,"HP:0030639,HP:0030638,HP:0030329,HP:0007703","MP:0006243"
"ORPHA:215","Congenital Stationary Night Blindness","TRPM1","Trpm1<tm1b(KOMP)Wtsi> hom early",26.58,"HP:0030639,HP:0030638,HP:0030329,HP:0007703","MP:0006243"
"ORPHA:215","Congenital Stationary Night Blindness","CACNA1F","Cacna1f<tm1.1(KOMP)Vlcg> hom early",26.05,"HP:0030639,HP:0030638,HP:0030329,HP:0007703","MP:0001333"
"ORPHA:215","Congenital Stationary Night Blindness","CACNA2D4","Cacna2d4<em1(IMPC)J> hom early",44.785,"HP:0030639,HP:0030638,HP:0030329,HP:0007703","MP:0001325,MP:0010097"
"ORPHA:217012","Spinocerebellar Ataxia Type 31","BEAN1","Bean1<em1(IMPC)H> hom early",45.265,"HP:0002066","MP:0001406"
"ORPHA:217335","Rin2 Syndrome","RIN2","Rin2<em1(IMPC)Bay> hom early",30.99,"HP:0100543","MP:0001417"
"ORPHA:2189","Hydrolethalus","HYLS1","Hyls1<em1(IMPC)Tcp> het early",19.505,"HP:0001162","MP:0004357"
"ORPHA:2189","Hydrolethalus","HYLS1","Hyls1<em1(IMPC)Tcp> hom embryo",15.35,"HP:0002139,HP:0002323","MP:0001697,MP:0001700,MP:0003984"
"ORPHA:2203","Hyperlysinemia","AASS","Aass<em1(IMPC)Tcp> hom early",11.295,"HP:0012403,HP:0003131,HP:0003268,HP:0003297","MP:0011874"
"ORPHA:220386","Semilobar Holoprosencephaly","SHH","Shh<tm1Chg> het early",22.525,"HP:0002451,HP:0001508","MP:0001513,MP:0003961,MP:0001488"
"ORPHA:220386","Semilobar Holoprosencephaly","DLL1","Dll1<tm1Gos> het early",42.56,"HP:0002451,HP:0011951,HP:0002540,HP:0000741,HP:0002020,HP:0000739,HP:0007018,HP:0001254,HP:0006528,HP:0001508,HP:0000737,HP:0002015,HP:0002019,HP:0002871,HP:0002793,HP:0005968,HP:0000716,HP:0002013","MP:0002337,MP:0002757,MP:0005534,MP:0001362,MP:0001399,MP:0005586,MP:0012311,MP:0001262,MP:0002862"
"ORPHA:220386","Semilobar Holoprosencephaly","NODAL","Nodal<tm1Rob> het early",21.405,"HP:0002451","MP:0001486"
"ORPHA:220386","Semilobar Holoprosencephaly","FGFR1","Fgfr1<tm1.1(KOMP)Vlcg> hom embryo",16.55,"HP:0045005,HP:0004322,HP:0001510","MP:0001697,MP:0003984"
"ORPHA:220386","Semilobar Holoprosencephaly","SHH","Shh<tm1b(EUCOMM)Wtsi> het early",14.31,"HP:0001371,HP:0001508","MP:0003961,MP:0010024"
"ORPHA:220386","Semilobar Holoprosencephaly","NODAL","Nodal<tm1b(EUCOMM)Wtsi> het early",29.49,"HP:0031860,HP:0001254,HP:0002540","MP:0001402,MP:0005542"
"ORPHA:220393","Diffuse Cutaneous Systemic Sclerosis","CCR6","Ccr6<tm1.1(KOMP)Vlcg> hom early",24.15,"HP:0002092,HP:0001635,HP:0100735,HP:0100585","MP:0005333,MP:0010506"
"ORPHA:220393","Diffuse Cutaneous Systemic Sclerosis","CAV1","Cav1<em2(IMPC)Ics> hom early",22.96,"HP:0002092,HP:0001635,HP:0100735,HP:0100585","MP:0005140,MP:0002626"
"ORPHA:220402","Limited Cutaneous Systemic Sclerosis","CCR6","Ccr6<tm1.1(KOMP)Vlcg> hom early",19.91,"HP:0002092,HP:0100579,HP:0100585","MP:0005333,MP:0010506"
"ORPHA:220402","Limited Cutaneous Systemic Sclerosis","KIAA0319L","AU040320<em1(IMPC)J> hom early",27.85,"HP:0002015,HP:0008366,HP:0009473","MP:0000063,MP:0001399"
"ORPHA:220402","Limited Cutaneous Systemic Sclerosis","KIAA0319L","AU040320<em1(IMPC)J> hom late",29.375,"HP:0001053,HP:0002015,HP:0008366,HP:0009473,HP:0001000","MP:0002075,MP:0001399,MP:0010024"
"ORPHA:220402","Limited Cutaneous Systemic Sclerosis","CAV1","Cav1<em2(IMPC)Ics> hom early",22.455,"HP:0002092,HP:0100579,HP:0100585","MP:0005140,MP:0002626"
"ORPHA:220493","Joubert Syndrome With Ocular Defect","INPP5E","Inpp5e<tm1.1(KOMP)Vlcg> hom embryo",50.675,"HP:0002084,HP:0001161,HP:0000238,HP:0001829,HP:0002419,HP:0001320","MP:0000897,MP:0000562,MP:0000841,MP:0001697,MP:0003720"
"ORPHA:220497","Joubert Syndrome With Renal Defect","NPHP1","Nphp1<tm1.1(KOMP)Vlcg> hom early",11.725,"HP:0000864","MP:0001147"
"ORPHA:220497","Joubert Syndrome With Renal Defect","TMEM237","Tmem237<tm1b(EUCOMM)Hmgu> het early",21.55,"HP:0002553,HP:0001161,HP:0000864","MP:0000627,MP:0004357,MP:0002768,MP:0000639,MP:0001147"
"ORPHA:2209","Maternal Phenylketonuria","PAH","Pah<em1(IMPC)Tcp> het early",18.43,"HP:0030084,HP:0009611,HP:0001156","MP:0000157"
"ORPHA:2209","Maternal Phenylketonuria","PAH","Pah<em1(IMPC)Tcp> hom early",17.925,"HP:0030084,HP:0009611,HP:0001156","MP:0000157"
"ORPHA:221008","Rothmund-Thomson Syndrome Type 1","ANAPC1","Anapc1<em1(IMPC)J> het early",16.91,"HP:0003761","MP:0002968"
"ORPHA:221008","Rothmund-Thomson Syndrome Type 1","ANAPC1","Anapc1<em1(IMPC)J> het late",32.695,"HP:0001118,HP:0000519","MP:0001303"
"ORPHA:221016","Rothmund-Thomson Syndrome Type 2","RECQL4","Recql4<tm1.1(KOMP)Vlcg> het early",17.84,"HP:0008070,HP:0200102,HP:0100840,HP:0007418","MP:0000367"
"ORPHA:221061","Familial Cerebral Cavernous Malformation","KRIT1","Krit1<tm1.1(KOMP)Vlcg> het early",18.225,"HP:0007872,HP:0030430,HP:0011513","MP:0001333"
"ORPHA:221139","Combined Immunodeficiency With Facio-Oculo-Skeletal Anomalies","KNSTRN","Knstrn<tm1b(KOMP)Wtsi> hom early",37.515,"HP:0001251,HP:0040218,HP:0002080,HP:0010976,HP:0005407,HP:0025540","MP:0000208,MP:0000745,MP:0002875,MP:0005561,MP:0002590,MP:0003179"
"ORPHA:2228","Hypodontia-Dysplasia Of Nails Syndrome","MSX1","Msx1<tm1b(KOMP)Wtsi> hom embryo",36.5,"HP:0000698,HP:0000164,HP:0006349,HP:0006482,HP:0000232,HP:0000668,HP:0000684","MP:0000111"
"ORPHA:2229","Dilated Cardiomyopathy-Hypergonadotropic Hypogonadism Syndrome","LMNA","Lmna<tm1b(EUCOMM)Wtsi> het early",31.94,"HP:0100362","MP:0002764"
"ORPHA:2250","Hyposmia-Nasal And Ocular Hypoplasia-Hypogonadotropic Hypogonadism Syndrome","SMCHD1","Smchd1<em1(IMPC)Tcp> hom early",13.995,"HP:0000176,HP:0000193,HP:0000175","MP:0000470"
"ORPHA:225154","Familial Infantile Bilateral Striatal Necrosis","NUP62","Nup62<tm1b(KOMP)Wtsi> het early",25.39,"HP:0000648","MP:0011965,MP:0003733"
"ORPHA:2253","Foveal Hypoplasia-Presenile Cataract Syndrome","PAX6","Pax6<em1(IMPC)Mbp> het early",42.19,"HP:0000518","MP:0001314,MP:0005542"
"ORPHA:226307","Hypothyroidism Due To Deficient Transcription Factors Involved In Pituitary Development Or Function","HESX1","Hesx1<em1(IMPC)J> hom embryo",34.48,"HP:0000158,HP:0000609,HP:0011800","MP:0000111,MP:0011495,MP:0001293"
"ORPHA:226316","Genetic Transient Congenital Hypothyroidism","DUOX2","Duox2<em1(IMPC)Mbp> hom early",33.185,"HP:0006579,HP:0025484","MP:0000692,MP:0000194,MP:0003402,MP:0005178,MP:0005553,MP:0000691,MP:0002965,MP:0000689,MP:0005568,MP:0000601,MP:0000598"
"ORPHA:2268","Icf Syndrome","HELLS","Hells<tm1a(EUCOMM)Wtsi> hom early",31.225,"HP:0001874,HP:0001888,HP:0001903","MP:0008078,MP:0000223"
"ORPHA:2268","Icf Syndrome","ZBTB24","Zbtb24<tm1b(EUCOMM)Hmgu> het early",33.065,"HP:0001874,HP:0001888,HP:0001903","MP:0010068"
"ORPHA:228302","Carnitine Palmitoyl Transferase Ii Deficiency, Myopathic Form","CPT2","Cpt2<tm1b(KOMP)Wtsi> het early",21.965,"HP:0045045,HP:0003455,HP:0003236","MP:0001566"
"ORPHA:228305","Carnitine Palmitoyl Transferase Ii Deficiency, Severe Infantile Form","CPT2","Cpt2<tm1b(KOMP)Wtsi> het early",21.695,"HP:0011936,HP:0045045,HP:0008315,HP:0003236","MP:0001566"
"ORPHA:228308","Carnitine Palmitoyl Transferase Ii Deficiency, Neonatal Form","CPT2","Cpt2<tm1b(KOMP)Wtsi> het early",20.785,"HP:0001987,HP:0008315,HP:0045045,HP:0003236,HP:0003077,HP:0011936","MP:0001566"
"ORPHA:228402","2Q23.1 Microdeletion Syndrome","MBD5","Mbd5<tm1b(EUCOMM)Wtsi> het early",42.075,"HP:0001385,HP:0001251,HP:0000232,HP:0100716,HP:0010804,HP:0004279,HP:0001852,HP:0004209","MP:0002764,MP:0001402,MP:0001417,MP:0003769"
"ORPHA:228426","Syndromic Multisystem Autoimmune Disease Due To Itch Deficiency","ITCH","Itch<tm1(NCOM)Cmhd> het early",19.585,"HP:0001433,HP:0001971,HP:0001876,HP:0001904","MP:0002590"
"ORPHA:228426","Syndromic Multisystem Autoimmune Disease Due To Itch Deficiency","ITCH","Itch<tm1b(EUCOMM)Hmgu> hom early",41.42,"HP:0001433,HP:0001904,HP:0030151,HP:0006554,HP:0002242,HP:0012385,HP:0001531,HP:0001394,HP:0012115,HP:0001409,HP:0001971,HP:0001876,HP:0100651","MP:0003068,MP:0009342,MP:0010025,MP:0003960,MP:0000691,MP:0005560,MP:0013278,MP:0002833,MP:0004952,MP:0000063,MP:0000467"
"ORPHA:230839","Classical-Like Ehlers-Danlos Syndrome Type 1","TNXB","Tnxb<tm1b(EUCOMM)Hmgu> hom early",20.66,"HP:0001634","MP:0000274"
"ORPHA:230851","Cardiac-Valvular Ehlers-Danlos Syndrome","COL1A2","Col1a2<tm1b(EUCOMM)Wtsi> hom early",36.69,"HP:0001075,HP:0006109,HP:0000023,HP:0001822,HP:0001712,HP:0001848,HP:0001631,HP:0031610,HP:0001654,HP:0100807,HP:0001382,HP:0001634,HP:0001852,HP:0006201,HP:0002857","MP:0002753,MP:0000691,MP:0000274,MP:0005108,MP:0000558,MP:0002833,MP:0010025,MP:0000559,MP:0000552,MP:0000062"
"ORPHA:231160","Familial Cerebral Saccular Aneurysm","TGFBR3","Tgfbr3<em1(IMPC)Mbp> hom embryo",28.545,"HP:0002138,HP:0002326,HP:0000822,HP:0002170","MP:0001914"
"ORPHA:231169","Usher Syndrome Type 1","MYO7A","Myo7a<Hdb> hom early",28.96,"HP:0001251,HP:0000682","MP:0003313,MP:0010024"
"ORPHA:231169","Usher Syndrome Type 1","USH1C","Ush1c<tm1a(KOMP)Wtsi> hom early",27.825,"HP:0001251,HP:0000682","MP:0010025,MP:0001523"
"ORPHA:231169","Usher Syndrome Type 1","MYO7A","Myo7a<tm1a(EUCOMM)Wtsi> hom early",27.52,"HP:0001251","MP:0001523"
"ORPHA:231169","Usher Syndrome Type 1","CIB2","Cib2<tm1b(EUCOMM)Wtsi> hom early",27.75,"HP:0000375,HP:0000407,HP:0001251","MP:0000745,MP:0002102,MP:0004738"
"ORPHA:231169","Usher Syndrome Type 1","CDH23","Cdh23<tm2b(EUCOMM)Wtsi> hom early",30.82,"HP:0001251,HP:0000682","MP:0010025,MP:0001406,MP:0001523"
"ORPHA:231178","Usher Syndrome Type 2","MYO7A","Myo7a<Hdb> hom early",25.74,"HP:0001251,HP:0000682","MP:0003313,MP:0010024"
"ORPHA:231178","Usher Syndrome Type 2","MYO7A","Myo7a<tm1a(EUCOMM)Wtsi> hom early",24.41,"HP:0001251","MP:0001523"
"ORPHA:231178","Usher Syndrome Type 2","ADGRV1","Adgrv1<tm1.1(KOMP)Vlcg> hom early",18.68,"HP:0000407","MP:0004738"
"ORPHA:231183","Usher Syndrome Type 3","CLRN1","Clrn1<tm1.1(KOMP)Vlcg> hom early",21.81,"HP:0000375,HP:0000407","MP:0004738"
"ORPHA:2314","Autosomal Dominant Hyper-Ige Syndrome","IL6ST","Il6st<tm1b(KOMP)Mbp> het early",14.34,"HP:0001880","MP:0005641"
"ORPHA:2318","Joubert Syndrome With Oculorenal Defect","TMEM237","Tmem237<tm1b(EUCOMM)Hmgu> het early",33.34,"HP:0001161,HP:0002553,HP:0000567,HP:0001829,HP:0000864,HP:0000556","MP:0000627,MP:0001325,MP:0004357,MP:0002768,MP:0000639,MP:0001147"
"ORPHA:2318","Joubert Syndrome With Oculorenal Defect","CEP290","Cep290<em1(IMPC)Mbp> hom embryo",30.96,"HP:0004422","MP:0011495"
"ORPHA:2318","Joubert Syndrome With Oculorenal Defect","ZNF423","Zfp423<em1(IMPC)J> het early",23.93,"HP:0001251","MP:0001402"
"ORPHA:2323","Sanjad-Sakati Syndrome","TBCE","Tbce<tm2b(EUCOMM)Hmgu> het early",30.935,"HP:0000483,HP:0007957","MP:0001303,MP:0001304"
"ORPHA:233","Duane Retraction Syndrome","CHN1","Chn1<tm1.1(KOMP)Vlcg> hom early",11.605,"HP:0012385","MP:0010025"
"ORPHA:2332","Kbg Syndrome","ANKRD11","Ankrd11<Yod> het early",19.63,"HP:0002948","MP:0000063"
"ORPHA:2332","Kbg Syndrome","ANKRD11","Ankrd11<tm1b(EUCOMM)Wtsi> het early",30.875,"HP:0002353,HP:0008513,HP:0000400","MP:0004738"
"ORPHA:2334","Autosomal Dominant Keratitis","PAX6","Pax6<em1(IMPC)Mbp> het early",72.13,"HP:0000518,HP:0007750,HP:0007633,HP:0007990,HP:0032107,HP:0025348,HP:0000526,HP:0007759,HP:0000491,HP:0011496,HP:0000482,HP:0001104","MP:0001314,MP:0001297,MP:0005542,MP:0001293"
"ORPHA:2334","Autosomal Dominant Keratitis","PAX6","Pax6<em1(IMPC)Mbp> het embryo",47.315,"HP:0007750,HP:0007633,HP:0007990,HP:0000526,HP:0001104","MP:0001297"
"ORPHA:2334","Autosomal Dominant Keratitis","PAX6","Pax6<em1(IMPC)Mbp> hom embryo",39.33,"HP:0007750,HP:0007633,HP:0007990,HP:0000526,HP:0001104","MP:0001293"
"ORPHA:234","Dubin-Johnson Syndrome","ABCC2","Abcc2<tm2b(KOMP)Wtsi> hom early",54.705,"HP:0012086,HP:0002240,HP:0002908","MP:0005178,MP:0005344,MP:0003917,MP:0001556,MP:0002941,MP:0005343"
"ORPHA:2345","Isolated Klippel-Feil Syndrome","GDF6","Gdf6<em1(IMPC)Ccpcz> het early",31.765,"HP:0001291,HP:0003043,HP:0002414","MP:0001891,MP:0002110,MP:0008259"
"ORPHA:2348","Familial Partial Lipodystrophy, Dunnigan Type","LMNA","Lmna<tm1b(EUCOMM)Wtsi> het early",36.52,"HP:0000819,HP:0000855","MP:0005292"
"ORPHA:235","Dubowitz Syndrome","NSUN2","Nsun2<tm1a(EUCOMM)Wtsi> hom early",31.96,"HP:0000518,HP:0001363,HP:0009601,HP:0004209,HP:0000270,HP:0001770,HP:0011304,HP:0001840,HP:0009602,HP:0200055,HP:0001852,HP:0001773,HP:0001156","MP:0002932,MP:0001312,MP:0005296"
"ORPHA:2363","Lacrimoauriculodentodigital Syndrome","FGF10","Fgf10<tm1b(EUCOMM)Wtsi> het early",39.09,"HP:0001096,HP:0007656,HP:0012804,HP:0011482,HP:0000495,HP:0011481,HP:0032107,HP:0001097,HP:0001092,HP:0007892,HP:0007925,HP:0006297,HP:0011487,HP:0000682,HP:0011496,HP:0000508","MP:0006241,MP:0005102,MP:0001312,MP:0001303,MP:0001307,MP:0004222,MP:0005287,MP:0001314,MP:0001304,MP:0010024"
"ORPHA:2379","Early-Onset Parkinsonism-Intellectual Disability Syndrome","RAB39B","Rab39b<em1(IMPC)Tcp> hom late",32.07,"HP:0002396,HP:0002063","MP:0000745"
"ORPHA:2382","Lennox-Gastaut Syndrome","CACNA1A","Cacna1a<em1(IMPC)H> het early",42.05,"HP:0000718,HP:0012075","MP:0020421"
"ORPHA:238446","15Q11Q13 Microduplication Syndrome","UBE3A","Ube3a<em1(IMPC)Hmgu> het early",38.485,"HP:0007018,HP:0001251","MP:0011940,MP:0001402"
"ORPHA:238446","15Q11Q13 Microduplication Syndrome","UBE3A","Ube3a<em1(IMPC)Hmgu> hom early",55.86,"HP:0007018,HP:0001251","MP:0011940,MP:0001402,MP:0002757,MP:0001399"
"ORPHA:238455","Infantile Dystonia-Parkinsonism","SLC6A3","Slc6a3<tm1b(KOMP)Wtsi> het early",19.81,"HP:0004354","MP:0005633"
"ORPHA:238722","Familial Congenital Mirror Movements","DNAL4","Dnal4<tm1b(EUCOMM)Wtsi> het early",36.765,"HP:0002312,HP:0100021,HP:0007010","MP:0000745"
"ORPHA:2388","Choreoacanthocytosis","VPS13A","Vps13a<tm1b(EUCOMM)Wtsi> hom early",13.725,"HP:0030272,HP:0001927,HP:0001744","MP:0008124,MP:0013764"
"ORPHA:239","Dyggve-Melchior-Clausen Disease","DYM","Dym<em1(IMPC)Tcp> hom early",36.41,"HP:0008905,HP:0008786,HP:0003066,HP:0003368,HP:0002812,HP:0040163,HP:0006429,HP:0006633,HP:0003183,HP:0004242,HP:0001377,HP:0003311,HP:0003028,HP:0002857,HP:0000946,HP:0003272,HP:0003274,HP:0003026,HP:0003090,HP:0100255,HP:0002656","MP:0002764,MP:0002932"
"ORPHA:2398","Multiple Symmetric Lipomatosis","MFN2","Mfn2<tm1b(EUCOMM)Wtsi> het early",47.59,"HP:0001288","MP:0001406"
"ORPHA:240071","Classic Progressive Supranuclear Palsy Syndrome","MAPT","Mapt<tm1b(EUCOMM)Hmgu> hom early",32.355,"HP:0007086,HP:0001268,HP:0002068,HP:0100710","MP:0011941,MP:0001417"
"ORPHA:240085","Progressive Supranuclear Palsy-Parkinsonism Syndrome","MAPT","Mapt<tm1b(EUCOMM)Hmgu> hom early",40.07,"HP:0000741,HP:0000739,HP:0002354,HP:0001268,HP:0002068","MP:0011941,MP:0001417"
"ORPHA:240094","Progressive Supranuclear Palsy-Pure Akinesia With Gait Freezing Syndrome","MAPT","Mapt<tm1b(EUCOMM)Hmgu> hom early",30.295,"HP:0002068,HP:0000726","MP:0011941,MP:0001417"
"ORPHA:240103","Progressive Supranuclear Palsy-Corticobasal Syndrome","MAPT","Mapt<tm1b(EUCOMM)Hmgu> hom early",35.58,"HP:0002015,HP:0001268,HP:0002354","MP:0011941,MP:0001417"
"ORPHA:240112","Progressive Supranuclear Palsy-Progressive Non-Fluent Aphasia Syndrome","MAPT","Mapt<tm1b(EUCOMM)Hmgu> hom early",47.21,"HP:0002015,HP:0001268,HP:0000741,HP:0002549","MP:0011941,MP:0001417"
"ORPHA:242","46,Xy Complete Gonadal Dysgenesis","NR0B1","Nr0b1<em2(IMPC)Wtsi> hem early",30.615,"HP:0000147,HP:0000037,HP:0000044,HP:0008715","MP:0002160"
"ORPHA:243","46,Xx Gonadal Dysgenesis","FSHR","Fshr<tm1(KOMP)Vlcg> hom early",40.35,"HP:0004349,HP:0005625,HP:0000938","MP:0000063,MP:0010124"
"ORPHA:243","46,Xx Gonadal Dysgenesis","SPIDR","Spidr<tm1b(EUCOMM)Hmgu> hom early",47.485,"HP:0008209,HP:0004349,HP:0000786,HP:0000938,HP:0000144,HP:0010464,HP:0000869,HP:0005625","MP:0001925,MP:0000063,MP:0001926,MP:0010124"
"ORPHA:243","46,Xx Gonadal Dysgenesis","MRPS22","Mrps22<tm1.1(KOMP)Vlcg> het early",39.91,"HP:0004349,HP:0005625,HP:0000938","MP:0000063,MP:0010124"
